Datetime
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1979-12-31 16:00:00
1999-06-25 02:27:00
1999-06-25 02:27:00
1999-06-30 07:19:00
1999-06-30 07:19:00
1999-07-19 04:49:00
1999-07-19 04:49:00
1999-07-20 04:09:00
1999-07-20 04:09:00
1999-08-02 05:20:00
1999-08-02 05:20:00
1999-09-21 08:36:00
1999-09-21 08:36:00
1999-09-24 09:17:00
1999-09-24 09:17:00
1999-10-11 10:13:00
1999-10-11 10:13:00
1999-10-18 01:47:00
1999-10-18 01:47:00
1999-10-18 01:47:00
1999-10-20 01:44:00
1999-10-20 01:44:00
1999-10-20 01:44:00
1999-10-20 01:44:00
1999-10-20 01:44:00
1999-10-20 01:44:00
1999-10-20 07:03:00
1999-10-20 07:03:00
1999-11-08 03:47:00
1999-11-08 03:47:00
1999-11-08 10:04:00
1999-11-08 10:04:00
1999-12-01 03:19:00
1999-12-01 03:19:00
1999-12-02 07:17:00
1999-12-02 07:17:00
1999-12-08 01:45:00
1999-12-08 01:45:00
1999-12-08 02:11:00
1999-12-08 02:11:00
1999-12-09 00:44:00
1999-12-09 00:44:00
1999-12-09 06:32:00
1999-12-09 06:32:00
1999-12-09 08:29:00
1999-12-09 08:29:00
1999-12-10 08:14:00
1999-12-10 08:14:00
1999-12-12 05:46:00
1999-12-12 05:46:00
1999-12-12 05:46:00
1999-12-12 05:46:00
1999-12-14 00:29:00
1999-12-14 00:29:00
1999-12-14 00:29:00
1999-12-14 00:29:00
1999-12-14 00:29:00
1999-12-14 00:29:00
1999-12-14 07:30:00
1999-12-14 07:30:00
1999-12-16 07:26:00
1999-12-16 07:26:00
1999-12-16 07:26:00
1999-12-16 07:26:00
1999-12-17 05:25:00
1999-12-17 11:03:00
1999-12-17 11:03:00
1999-12-17 11:03:00
1999-12-17 11:03:00
1999-12-19 13:37:00
1999-12-19 13:37:00
1999-12-19 13:37:00
1999-12-19 13:37:00
1999-12-19 22:40:00
1999-12-19 22:40:00
1999-12-19 22:40:00
1999-12-19 22:40:00
1999-12-19 22:40:00
1999-12-19 22:40:00
1999-12-20 06:29:00
1999-12-20 06:29:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-20 10:04:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 02:31:00
1999-12-21 03:14:00
1999-12-21 03:14:00
1999-12-21 03:14:00
1999-12-21 03:14:00
1999-12-21 03:14:00
1999-12-21 03:14:00
1999-12-21 03:14:00
1999-12-21 03:14:00
1999-12-27 05:37:00
1999-12-27 05:37:00
1999-12-27 05:37:00
1999-12-27 05:37:00
1999-12-28 23:02:00
1999-12-29 07:13:00
1999-12-29 07:13:00
1999-12-29 10:09:00
1999-12-29 10:09:00
1999-12-30 07:42:00
1999-12-30 07:42:00
1999-12-30 07:42:00
1999-12-30 07:42:00
1999-12-30 07:42:00
1999-12-30 07:42:00
1999-12-30 07:42:00
2000-01-03 01:47:00
2000-01-03 01:47:00
2000-01-03 01:47:00
2000-01-03 01:47:00
2000-01-05 02:53:00
2000-01-05 02:53:00
2000-01-05 02:53:00
2000-01-05 02:53:00
2000-01-07 01:51:00
2000-01-07 01:51:00
2000-01-07 01:51:00
2000-01-07 01:51:00
2000-01-07 09:49:00
2000-01-07 09:49:00
2000-01-07 09:49:00
2000-01-10 02:25:00
2000-01-10 02:29:00
2000-01-10 02:29:00
2000-01-10 02:29:00
2000-01-10 07:51:00
2000-01-10 07:51:00
2000-01-10 07:51:00
2000-01-10 07:56:00
2000-01-10 07:56:00
2000-01-10 07:56:00
2000-01-10 07:56:00
2000-01-10 07:56:00
2000-01-10 23:06:00
2000-01-10 23:06:00
2000-01-10 23:06:00
2000-01-10 23:37:00
2000-01-10 23:37:00
2000-01-10 23:37:00
2000-01-10 23:45:00
2000-01-10 23:45:00
2000-01-10 23:45:00
2000-01-10 23:45:00
2000-01-10 23:53:00
2000-01-10 23:53:00
2000-01-10 23:53:00
2000-01-10 23:53:00
2000-01-11 00:01:00
2000-01-11 00:01:00
2000-01-11 00:01:00
2000-01-11 00:01:00
2000-01-11 00:02:00
2000-01-11 00:02:00
2000-01-11 00:02:00
2000-01-11 00:31:00
2000-01-11 00:31:00
2000-01-11 00:31:00
2000-01-11 01:21:00
2000-01-11 01:21:00
2000-01-11 01:30:00
2000-01-11 01:30:00
2000-01-11 01:30:00
2000-01-11 01:30:00
2000-01-11 01:48:00
2000-01-11 01:48:00
2000-01-11 01:48:00
2000-01-11 01:48:00
2000-01-11 01:49:00
2000-01-11 01:49:00
2000-01-11 01:49:00
2000-01-11 01:49:00
2000-01-11 01:51:00
2000-01-11 01:51:00
2000-01-11 01:51:00
2000-01-11 01:51:00
2000-01-11 01:51:00
2000-01-11 01:51:00
2000-01-11 01:51:00
2000-01-11 01:51:00
2000-01-11 01:53:00
2000-01-11 01:53:00
2000-01-11 01:53:00
2000-01-11 01:53:00
2000-01-11 01:54:00
2000-01-11 01:54:00
2000-01-11 01:54:00
2000-01-11 01:54:00
2000-01-11 01:54:00
2000-01-11 01:54:00
2000-01-11 01:54:00
2000-01-11 01:54:00
2000-01-11 01:56:00
2000-01-11 01:56:00
2000-01-11 01:56:00
2000-01-11 01:56:00
2000-01-11 01:57:00
2000-01-11 01:57:00
2000-01-11 01:57:00
2000-01-11 01:57:00
2000-01-11 01:57:00
2000-01-11 01:58:00
2000-01-11 01:58:00
2000-01-11 01:58:00
2000-01-11 01:58:00
2000-01-11 02:00:00
2000-01-11 02:00:00
2000-01-11 02:00:00
2000-01-11 02:01:00
2000-01-11 02:01:00
2000-01-11 02:01:00
2000-01-11 02:01:00
2000-01-11 05:09:00
2000-01-11 05:09:00
2000-01-11 05:09:00
2000-01-11 05:56:00
2000-01-11 05:56:00
2000-01-11 05:56:00
2000-01-11 06:38:00
2000-01-11 06:38:00
2000-01-11 06:38:00
2000-01-11 06:38:00
2000-01-11 07:53:00
2000-01-11 07:53:00
2000-01-11 07:53:00
2000-01-11 08:08:00
2000-01-11 08:08:00
2000-01-11 08:08:00
2000-01-11 08:17:00
2000-01-11 08:17:00
2000-01-11 20:42:00
2000-01-11 20:42:00
2000-01-11 20:42:00
2000-01-12 02:35:00
2000-01-12 02:35:00
2000-01-12 02:35:00
2000-01-12 02:35:00
2000-01-14 08:00:00
2000-01-14 08:00:00
2000-01-17 01:45:00
2000-01-17 01:45:00
2000-01-17 01:45:00
2000-01-17 01:45:00
2000-01-17 02:48:00
2000-01-17 02:48:00
2000-01-17 10:38:00
2000-01-17 10:38:00
2000-01-17 10:38:00
2000-01-17 10:55:00
2000-01-17 10:55:00
2000-01-17 10:55:00
2000-01-17 10:55:00
2000-01-17 12:35:00
2000-01-17 12:35:00
2000-01-17 12:35:00
2000-01-17 12:35:00
2000-01-17 13:08:00
2000-01-17 13:08:00
2000-01-17 13:08:00
2000-01-18 00:58:00
2000-01-18 00:58:00
2000-01-18 00:58:00
2000-01-18 00:58:00
2000-01-18 00:58:00
2000-01-18 05:42:00
2000-01-18 05:42:00
2000-01-18 05:42:00
2000-01-18 05:42:00
2000-01-18 05:42:00
2000-01-18 07:03:00
2000-01-18 07:03:00
2000-01-18 07:03:00
2000-01-18 08:57:00
2000-01-18 08:57:00
2000-01-21 04:55:00
2000-01-21 04:55:00
2000-01-21 04:55:00
2000-01-21 04:55:00
2000-01-21 04:55:00
2000-01-23 23:48:00
2000-01-23 23:48:00
2000-01-23 23:48:00
2000-01-23 23:48:00
2000-01-23 23:48:00
2000-01-23 23:48:00
2000-01-23 23:48:00
2000-01-23 23:48:00
2000-01-31 00:52:00
2000-01-31 00:52:00
2000-01-31 00:52:00
2000-01-31 00:52:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-01-31 06:53:00
2000-02-01 12:39:00
2000-02-01 12:39:00
2000-02-01 12:39:00
2000-02-02 10:31:00
2000-02-02 10:31:00
2000-02-02 10:31:00
2000-02-02 10:31:00
2000-02-02 10:31:00
2000-02-02 10:31:00
2000-02-02 10:31:00
2000-02-02 10:31:00
2000-02-04 00:02:00
2000-02-04 00:02:00
2000-02-04 00:02:00
2000-02-04 00:02:00
